,Item Number,Weight,Season,Sourced From,Made In,Lifestage,Breed Size,Food Form,Special Diet,name,Ingredients,Reccomendation Rate,Rating,Review Count,Shop Conscious,Packaging Type,Food Texture,Dimensions,Test Type,Administration Form,Product Form,Drug Type,Dog Breed,Grooming Feature,Health Condition,NASC Certified,Age Requirement,Restricted Availability,Toy Feature,Toy Flavor,Material,Farm Animal Type
264229,264229,12.5 pounds,,,United States,Adult,Large Breeds,Dry Food,"Limited Ingredient Diet, High-Protein, Natural, No Corn No Wheat No Soy, Premium",Essence Limited Ingredient Recipe Ocean Recipe Dry Dog Food,"Whitefish, Herring, Whitefish Meal, Herring Meal, Quinoa, Pumpkin, Olive Oil, Dicalcium Phosphate, Natural Whitefish Flavor, Calcium Carbonate, Salt, Choline Chloride, Potassium Chloride, Dl-Methionine, Taurine, Vitamins (Vitamin A Acetate, Vitamin D3 Supplement, Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Folic Acid, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate) , L-Carnitine",76.0,3.6,29.0,Natural,,,,,,,,,,,,,,,,,
711326,711326,28.25 pounds,,"United States, Various",United States,Senior,"Small Breeds, Medium Breeds, Large Breeds",Dry Food,"Natural, High-Protein","Blue Buffalo Wilderness Red Meat Senior Dry Dog Food, 28-lb bag","Deboned Beef, Beef Meal, Dried Chicken, Oatmeal, Barley, Brown Rice, Potatoes, Potato Starch, Dried Tomato Pomace, Potato Protein, Fish Meal (Source Of Omega 3 Fatty Acids), Natural Flavor, Powdered Cellulose, Chicken Fat (Preserved With Mixed Tocopherols), Flaxseed (Source Of Omega 6 Fatty Acids), Fish Oil (Source Of Dha-Docosahexaenoic Acid And Epa-Eicosapentaenoic Acid), Chicken Meal, Potassium Chloride, Direct Dehydrated Alfalfa Pellets, Deboned Venison, Deboned Lamb, Choline Chloride, Dl-Methionine, Dried Chicory Root, Alfalfa Nutrient Concentrate, Salt, Taurine, Calcium Carbonate, L-Threonine, Vitamin E Supplement, Preserved With Mixed Tocopherols, Sweet Potatoes, Carrots, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), L-Carnitine, Zinc Amino Acid Chelate, Zinc Sulfate, Vegetable Juice For Color, Glucosamine Hydrochloride, Ferrous Sulfate, Iron Amino Acid Chelate, Chondroitin Sulfate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Niacin (Vitamin B3), Calcium Pantothenate (Vitamin B5), L-Lysine, Copper Sulfate, Biotin (Vitamin B7), Vitamin A Supplement, Copper Amino Acid Chelate, Manganese Sulfate, Manganese Amino Acid Chelate, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Calcium Iodate, Dried Yeast, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Aspergillus Niger Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract, Folic Acid (Vitamin B9), Sodium Selenite, Oil Of Rosemary",75.0,3.8,12.0,,,,,,,,,,,,,,,,,,
109406,109406,22 pounds,N/A,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Human-Grade, Natural, Sensitive Digestion, Limited Ingredient Diet, No Corn No Wheat No Soy, Grain-Free, Non-GMO, Chicken-Free",Nutro Limited Ingredient Diet Sensitive Support with Real Venison Meal & Sweet Potato Grain-Free Adult Dry Dog Food,"Venison Meal, Dried Potatoes, Lentils, Chickpeas, Potato Starch, Sunflower Oil (preserved with Mixed Tocopherols), Canola Oil, Dried Sweet Potatoes, Potato Protein, Dehydrated Alfalfa Meal, Potassium Chloride, Natural Flavors, Dried Plain Beet Pulp, Whole Flaxseed, Salt, Choline Chloride, DL-Methionine, Citric Acid (preservative), Mixed Tocopherols (preservative), Taurine, Ferrous Sulfate, Zinc Oxide, Vitamin E Supplement, Sodium Selenite, L-ascorbyl-2-polyphosphate (source of Vitamin C), Manganese Sulfate, Copper Sulfate, D-Calcium Pantothenate, Biotin, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Vitamin A Supplement, Niacin Supplement, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Vitamin D3 Supplement, Potassium Iodide, Manganous Oxide, Folic Acid, Rosemary Extract.",94.0,4.6,134.0,"Human-Grade, Non-GMO, Natural",,,21.496 x 15 x 4.016 inches,,,,,,,,,,,,,,
259566,259566,25 pounds,,Various,United States,Puppy,"Large Breeds, Medium Breeds, Small Breeds, All Breeds",Dry Food,"Grain-Free, High-Protein, Natural, No Corn No Wheat No Soy, Raw, Premium",ACANA Puppy Recipe Grain-Free Dry Puppy Food,"New: Deboned Chicken, Deboned Turkey, Chicken Meal, Whole Green Peas, Whole Red Lentils, Chicken Fat, Turkey Meal, Flounder, Fish Oil, Lentil Fiber, Eggs, Whole Yellow Peas, Chicken Broth, Whole Chickpeas, Whole Green Lentils, Whole Pinto Beans, Pea Starch, Natural Chicken Flavor, Chicken Liver, Chicken Heart, Salt, Dried Kelp, Zinc Proteinate, Mixed Tocopherols (Preservative), Whole Pumpkin, Collard Greens, Whole Apples, Whole Pears, Calcium Pantothenate, Vitamin E Supplement, Thiamine Mononitrate, Freeze-Dried Chicken Liver, Freeze-Dried Turkey Liver, Copper Proteinate, Dried Chicory Root, Turmeric, Sarsaparilla, Althea Root, Rose Hips, Juniper Berries, Citric Acid (Preservative), Rosemary Extract, Dried Lactobacillus Acidophilus Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Dried Lactobacillus Casei Fermentation Product.",80.0,3.8,44.0,Natural,,,,,,,,,,,,,,,,,
101780,101780,15 pounds,N/A,United States,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Sensitive Digestion, No Corn No Wheat No Soy, Gluten Free, Grain-Free",VICTOR Select Chicken Meal & Sweet Potato Recipe Grain-Free Dry Dog Food,"Chicken Meal, Peas, Chicken Fat (preserved with mixed Tocopherols), Garbanzo Beans, Sweet Potato, Yeast Culture, Blood Meal Conventionally Dried, Menhaden Fish Meal (source of DHA-Docosahexaenoic Acid), Dehydrated Alfalfa Meal, Natural Flavor, Potassium Chloride, Carrot Powder, Tomato Pomace, Salt, Organic Dried Seaweed Meal, Taurine, Choline Chloride, Calcium Stearate, Zinc Methionine Complex, Vitamin E Supplement, DL-Methionine, Iron Amino Acid Complex, Hydrolyzed Yeast, Manganese Amino Acid Complex, Silicon Dioxide, L-Carnitine, Selenium Yeast, Brewers Dried Yeast, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Aspergillus Oryzae Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract, Copper Sulfate, Niacin Supplement, Vitamin B12 Supplement, Vitamin A Supplement, D-Calcium Pantothenate, Thiamine Mononitrate, Biotin, Yucca Schidigera Extract, Calcium Carbonate, Riboflavin Supplement, Calcium Iodate, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Tetrasodium Pyrophosphate, Vegetable Oil, Rosemary Extract, Green Tea Extract, Spearmint Extract, Inulin, Lecithin, Folic Acid.",89.0,4.4,85.0,,,,,,,,,,,,,,,,,,
882926,882926,22.6 pounds,N/A,Various,N/A,Puppy,All Breeds,Dry Food,"Gluten Free, Grain-Free, No Corn No Wheat No Soy","Solid Gold Love At First Bark Puppy Grain-Free Chicken, Potato & Apple Dry Dog Food","Chicken, Chicken Meal, Potatoes, Peas, Chicken Fat (Preserved with Mixed Tocopherols), Pea Protein, Ocean Fish Meal, Chickpeas, Pea Fiber, Dried Eggs, Apples, Ground Flaxseed, Natural Flavor, Dried Tomato Pomace, Salmon Oil (Preserved with Mixed Tocopherols), Carrots, Dicalcium Phosphate, Salt, Pumpkin, Potassium Chloride, Choline Chloride, Blueberries, Cranberries, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Biotin, Folic Acid), DL-Methionine, Minerals (Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Calcium Iodate), Dried Chicory Root, Taurine, Rosemary Extract, Dried Bacillus Coagulans Fermentation Product.",89.0,4.4,57.0,,,,,,,,,,,,,,,,,,
855942,855942,25 pounds,,Canada,Canada,All Lifestages,All Breeds,Dry Food,"No Corn No Wheat No Soy, Chicken-Free, Pea-Free",Go! Solutions Skin + Coat with Grains Puppy Large Breed Recipe Dry Dog Food,Salmon,,,,,,,,,,,,,,,,,,,,,
52398,52398,2.5 pounds,N/A,Various,Various,Senior,"Extra Small Breeds, Small Breeds",Dry Food,With Grain,"Royal Canin Size Health Nutrition X-Small Aging 12+ Dry Dog Food, 2.5-lb bag","Brewers Rice, Chicken By-Product Meal, Corn Gluten Meal, Corn, Chicken Fat, Brown Rice, Wheat Gluten, Natural Flavors, Dried Chicory Root, Fish Oil, Vegetable Oil, Dried Tomato Pomace, Psyllium Seed Husk, Potassium Chloride, Calcium Sulfate, L-Arginine, L-Tyrosine, Calcium Carbonate, Fructooligosaccharides, Sodium Tripolyphosphate, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], L-Lysine, Taurine, Choline Chloride, Dl-Methionine, Hydrolyzed Yeast, L-Tryptophan, Magnesium Oxide, L-Carnitine, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Gla Safflower Oil, Marigold Extract (Tagetes Erecta L.), Green Tea Extract, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.",94.0,4.5,50.0,,,,,,,,,,,,,,,,,,
103835,103835,24 pounds,N/A,"United States, N/A",N/A,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,Grain-Free,"AvoDerm Advanced Joint Health Chicken Meal Formula Grain-Free Dry Dog Food, 24-lb bag","Chicken Meal, Peas, Chicken Cartilage (Source of Chondroitin Sulfate and Glucosamine), Pea Flour, Garbanzo Beans, Tapioca Flour, Chicken Fat (Preserved with Mixed Tocopherols), Dried Tomato Pomace, Avocado, Flax Seed (Source of Omega 3), Alfalfa Meal, Natural Flavor, Dried Egg Product, Potassium Chloride, Salt, Kelp Meal, Avocado Oil, Vitamins (Choline Chloride, a-Tocopherol Acetate (Source of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin, Biotin, Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Thiamine Mononitrate (Source of Vitamin B1), Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid), Taurine, Minerals (Zinc Sulfate, Ferrous Sulfate, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Selenium Yeast, Copper Amino Acid Chelate, Copper Sulfate, Manganese Sulfate, Manganese Amino Acid Chelate, Calcium Iodate), Rosemary Extract, Sage Extract, Pineapple Stem, Papaya Extract, Dehydrated Lactobacillus Acidophilus Fermentation Product, Dehydrated Lactobacillus Casei Fermentation Product, Dehydrated Bifidobacterium Thermophilum Fermentation Product, Dehydrated Enterococcus Faecium Fermentation Product.",91.0,4.4,35.0,,,,,,,,,,,,,,,,,,
255137,255137,4 pounds,,,,Adult,"Large Breeds, Medium Breeds, Small Breeds, All Breeds",Dry Food,"Grain-Free, No Corn No Wheat No Soy, Organic","Tender & True Organic Chicken Recipe Small Breed Grain-Free Dry Dog Food, 4-lb bag","Organic Chicken, Organic Chicken Meal, Organic Dried Peas, Organic Chickpeas, Organic Flaxseed Meal, Organic Tapioca Starch, Organic Chicken Fat (preserved with mixed tocopherols), Organic Potato Flour, Organic Pea Protein, Organic Chicken Liver, Natural Flavor, Menhaden Fish Oil (preserved with mixed tocopherols), Choline Chloride, Salt, Mixed Tocopherols, Vitamins (L-ascorbyl-2-poylyphosphate (source of vitamin C), Vitamin E Supplement, Inositol, Niacin, Thiamine Mononitrate, Riboflavin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Biotin, Vitamin A Supplement, Vitamin D3 Supplement, Citric Acid (preservative), Vitamin B12 Supplement, Folic Acid), Potassium Chloride, Minerals (Zinc Proteinate, Zinc Sulfate, Manganese Proteinate, Ferrous Sulfate, Iron Proteinate, Zinc Oxide, Copper Proteinate, Sodium Selenite, Copper Sulfate, Manganous Oxide, Potassium Iodide).",80.0,4.0,5.0,"Organic, Non-GMO",,,,,,,,,,,,,,,,,
254963,254963,5 pounds,Year-Round,Various,United States,Adult,"Small Breeds, Medium Breeds, Large Breeds",Dry Food,"Low Glycemic, High-Protein, With Grain","Nulo Frontrunner Ancient Grains Turkey, Trout & Spelt Adult Dry Dog Food","Deboned Turkey, Chicken Meal, Oats, Barley, Turkey Meal, Brown Rice, Chicken Fat (preserved with Mixed Tocopherols & Citric Acid), Ground Flaxseed, Deboned Trout, Spelt, Natural Flavor, Ground Miscanthus Grass, Brewers Dried Yeast, Potassium Chloride, Dried Egg Product, Dried Blueberries, Dried Apples, Dried Chicory Root, Salt, DL-Methionine, Choline Chloride, Taurine, Calcium Carbonate, Zinc Proteinate, Vitamin E Supplement, Zinc Sulfate, Iron Proteinate, Niacin Supplement, Ferrous Sulfate, Copper Proteinate, Copper Sulfate, Vitamin A Supplement, Manganese Proteinate, Thiamine Mononitrate, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Manganous Oxide, Biotin, Dried Bacillus coagulans Fermentation Product, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid, Sodium Selenite, Calcium Iodate, Rosemary Extract.",92.0,4.5,24.0,,,,,,,,,,,,,,,,,,
131156,131156,4 pounds,N/A,N/A,N/A,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Organic, No Corn No Wheat No Soy, Sensitive Digestion, With Grain, Non-GMO, Premium",Castor & Pollux ORGANIX Organic Chicken & Oatmeal Recipe Dry Dog Food,"Organic Chicken, Organic Chicken Meal, Organic Oatmeal, Organic Barley, Organic Brown Rice, Organic Peas, Organic Chicken Fat, Organic Sunflower Seed Meal, Organic Sweet Potatoes, Organic Pea Protein, Natural Flavor, Organic Flaxseed, Organic Sunflower Oil, Organic Chicken Liver, Organic Blueberries, Salt, Potassium Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, D-Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid), Choline Chloride, Minerals (Zinc Methionine Complex, Calcium Carbonate, Zinc Sulfate, Iron Proteinate, Ferrous Sulfate, Copper Proteinate, Copper Sulfate, Manganese Proteinate, Sodium Selenite, Manganous Oxide, Calcium Iodate, Ethylenediamine Dihydroiodide), Taurine, Organic Amarath, Mixed Tocopherols for Freshness. 8B35062.",86.0,4.2,126.0,"Natural, Organic, Non-GMO",,,,,,,,,,,,,,,,,
552454,552454,15 pounds,N/A,Various,Various,Senior,"Small Breeds, Extra Small Breeds",Dry Food,"High-Protein, With Grain",Eukanuba Senior Small Breed Dry Dog Food,"Chicken, Chicken By-Product Meal, Wheat, Chicken Fat, Corn, Ground Grain Sorghum, Natural Flavors, Dried Plain Beet Pulp, Vegetable Oil, Egg Product, Potassium Chloride, Calcium Carbonate, Sodium Hexametaphosphate, Fructooligosaccharides, Salt, Fish Oil, Choline Chloride, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Biotin, D-Calcium Pantothenate, Vitamin A Acetate, Niacin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid], Glucosamine Hydrochloride, Trace Minerals [Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Sodium Selenite, Calcium Iodate], Magnesium Oxide, Carotene, Chondroitin Sulfate, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.",91.0,4.6,131.0,,,,,,,,,,,,,,,,,,
370376,370376,30 pounds,N/A,United States,United States,Adult,"All Breeds, Small Breeds, Medium Breeds, Large Breeds",Dry Food,"Flax-Free, No Corn No Wheat No Soy, With Grain",American Natural Premium Market Fresh Fish Recipe with Zucchini & Carrots Dry Dog Food,"Salmon, Whitefish, Trout, Salmon Meal, Menhaden Fish Meal, Oatmeal, Pearled Barley, Brown Rice, White Rice, Zucchini, Ground Grain Sorghum, Carrots, Sunflower Oil (Preserved With Mixed Tocopherols), Herring Meal, Natural Flavor, Pumpkin, Coconut Meal, Brewer’S Dried Yeast, Yeast Extract, Choline Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin, Folic Acid, Biotin Supplement, Vitamin B12 Supplement), Dried Chicory Root, Minerals (Zinc Proteinate, Ferrous Sulfate, Zinc Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Aspergillus Oryzae Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract, Rosemary Extract.",95.0,4.4,21.0,,,,,,,,,,,,,,,,,,
354132,354132,24 pounds,,"United States, Various",United States,Puppy,Large Breeds,Dry Food,"No Corn No Wheat No Soy, Natural","Blue Buffalo Baby Blue Large Breed Healthy Growth Formula Natural Chicken & Brown Rice Recipe Puppy Dry Food, 24-lb bag","Deboned Chicken, Chicken Meal, Brown Rice, Oatmeal, Barley, Menhaden Fish Meal (source of Omega 3 Fatty Acids), Peas, Chicken Fat (preserved with Mixed Tocopherols), Flaxseed (source of Omega 6 Fatty Acids), Natural Flavor, Dried Tomato Pomace, Dried Egg Product, Pea Protein, Fish Oil (source of ARA-Arachidonic Acid and DHA-Docosahexaenoic Acid), Salt, Potassium Chloride, Choline Chloride, Direct Dehydrated Alfalfa Pellets, Dicalcium Phosphate, Potatoes, Dried Chicory Root, Pea Fiber, Alfalfa Nutrient Concentrate, Calcium Carbonate, DL-Methionine, preserved with Mixed Tocopherols, Vitamin E Supplement, Sweet Potatoes, Carrots, Garlic, Zinc Amino Acid Chelate, Zinc Sulfate, Vegetable Juice for color, Ferrous Sulfate, Iron Amino Acid Chelate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Niacin (Vitamin B3), Calcium Pantothenate (Vitamin B5), L-Carnitine, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Copper Sulfate, Biotin (Vitamin B7), Vitamin A Supplement, Copper Amino Acid Chelate, Manganese Sulfate, Taurine, Manganese Amino Acid Chelate, Thiamine Mononitrate (Vitamin B1), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Calcium Iodate, Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Folic Acid (Vitamin B9), Sodium Selenite, Oil of Rosemary.",67.0,3.8,9.0,,,,,,,,,,,,,,,,,,
86789,86789,30 pounds,N/A,Various,N/A,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"High Fiber, High-Protein, Human-Grade, Molasses-Free, Natural, Sensitive Digestion, Weight Control, Non-GMO, No Corn No Wheat No Soy",Nutro Natural Choice Healthy Weight Adult Lamb & Brown Rice Recipe Dry Dog Food,"Deboned Lamb, Chicken Meal, Whole Grain Barley, Rice Bran, Whole Grain Brown Rice, Powdered Cellulose, Split Peas, Whole Grain Sorghum, Pea Protein, Dehydrated Alfalfa Meal, Dried Plain Beet Pulp, Natural Flavor, Chicken Fat (preserved with Mixed Tocopherols), Potassium Chloride, Salt, Choline Chloride, Citric Acid (preservative), Mixed Tocopherols (preservative), DL-Methionine, Chia Seed, Dried Coconut, Dried Tomato Pomace, Dried Egg Product, Dried Pumpkin, Dried Kale, Dried Spinach, Ferrous Sulfate, Zinc Oxide, Vitamin E Supplement, Sodium Selenite, Manganese Sulfate, Copper Sulfate, Ascorbic Acid (Vitamin C), D-Calcium Pantothenate, Biotin, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Vitamin A Supplement, Niacin Supplement, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Vitamin D3 Supplement, Manganous Oxide, Potassium Iodide, Folic Acid, Rosemary Extract.",90.0,4.4,368.0,"Human-Grade, Non-GMO, Natural",,,22.992 x 16.496 x 5.984 inches,,,,,,,,,,,,,,
861534,861534,22 pounds,N/A,Various,N/A,Adult,"Small Breeds, Medium Breeds, Large Breeds, All Breeds",Dry Food,"Grain-Free, Gluten Free, No Corn No Wheat No Soy, Sensitive Digestion",Solid Gold Nutrientboost Leaping Waters Sensitive Stomach Grain-Free Cold Water Salmon & Vegetable Dry Dog Food,"Salmon, Ocean Fish Meal, Chickpeas, Lentils, Peas, Chicken Fat (Preserved with Mixed Tocopherols), Tapioca, Salmon Meal, Dried Eggs, Pea Fiber, Natural Flavor, Dicalcium Phosphate, Carrots, L-Threonine, Potassium Chloride, Salt, Pumpkin, Blueberries, Cranberries, Choline Chloride, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Biotin, Folic Acid), Minerals (Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Calcium Iodate), Salmon Oil (Preserved with Mixed Tocopherols), DL-Methionine, Dried Chicory Root, Taurine, Rosemary Extract, Dried Bacillus Coagulans Fermentation Product.",90.0,4.3,183.0,,,,,,,,,,,,,,,,,,
203609,203609,12 pounds,N/A,,United States,Adult,"Medium Breeds, Large Breeds",Dry Food,"No Corn No Wheat No Soy, High-Protein, Non-GMO, Human-Grade, Sensitive Digestion, With Grain",Annamaet 25% Medium & Large Breed Dry Dog Food,"Chicken Meal, Brown Rice, Millet, Rolled Oats, Pearled Barley, Chicken Fat (Preserved with Mixed Tocopherols), Menhaden Fish Meal, Dried Beet Pulp, Brewers Dried Yeast, Dried Apples, Natural Flavor, Menhaden Oil (Preserved with Mixed Tocopherols), Flax Seed Meal, Lecithin, Dried Chicory Root, Marine Microalgae, Dried Blueberries, Dried Cranberries, Salt, DL Methionine, L-Lysine, Taurine, Lactobacillus Acidophilus Fermentation Product Dehydrated, Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Calcium Carbonate, Niacin Supplement, Biotin, Thiamine Mononitrate, L-Carnitine, d-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin A Acetate, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid, Choline Chloride, Potassium Chloride, Zinc Proteinate, Betaine Anhydrous, Iron Proteinate, Selenium Yeast, Copper Proteinate, Manganese Proteinate, Calcium Iodate, Yucca Schidigera Extract",90.0,4.6,98.0,"Human-Grade, Non-GMO",,,,,,,,,,,,,,,,,
85799,85799,5.5 pounds,N/A,Canada,Canada,Adult,"Extra Small Breeds, Small Breeds",Dry Food,"Grain-Free, Low Glycemic, Non-GMO",Horizon Amicus Small & Mini Breed Adult Grain-Free Dry Dog Food,"Turkey, Chicken Meal, Red Lentils, Peas, Pea Starch, Salmon, Chicken Fat (Preserved with Mixed Tocopherols, Form of Vitamin E), Turkey Meal, Flax, Salmon Oil, (Preserved with Mixed Tocopherols, Form of Vitamin E), Alfalfa Meal, Egg Product, Pea fiber, Carrots, Apples, Broccoli, Bok Choy, Cabbage, Blueberries, Dried Saccharomyces, Cerevisiae Fermentation Extract, Fructooligosaccharides, Yucca Schidigera Extract, Glucosamine, Hydrochloride, Chondroitin Sulfate, Dried Aspergillus Niger Fermentation Extract, Dried Aspergillus Oryzae Fermentation Extract, Pineapple, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Bifidobacterium Bifidum Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Vitamin A Acetate, Vitamin D3 Supplement, Vitamin E Supplement, Vitamin B12 Supplement, Riboflavin, Niacin, Floric Acid, Pyridoxine Hydrochloride, Thiamine Mononitrate, D-Calcium Pantothenate, Biotin, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C) Ferrous Sulfate, Iron Proteinate, Zinc Sulfate, Zinc Proteinate, Manganous Oxide, Manganese, Proteinate, Copper Sulfate, Copper Proteinate, Calcium Iodate, Sodium Selenite, Magnesium Oxide.",88.0,4.4,34.0,Non-GMO,,,,,,,,,,,,,,,,,
48736,48736,30 pounds,N/A,Various,Various,Adult,Large Breeds,Dry Food,With Grain,Royal Canin Breed Health Nutrition Labrador Retriever Adult Dry Dog Food,"Chicken By-Product Meal, Brown Rice, Oat Groats, Corn Gluten Meal, Brewers Rice, Natural Flavors, Chicken Fat, Pork Meal, Dried Plain Beet Pulp, Powdered Cellulose, Wheat Gluten, Fish Oil, Vegetable Oil, Sodium Silico Aluminate, Calcium Carbonate, Potassium Chloride, Psyllium Seed Husk, Fructooligosaccharides, Sodium Tripolyphosphate, Salt, Taurine, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Biotin, Niacin Supplement, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement, Menadione Sodium Bisulfite Complex], Trace Minerals [Zinc Proteinate, Ferrous Sulfate, Manganous Oxide, Sodium Selenite, Calcium Iodate], Glucosamine Hydrochloride, Choline Chloride, Gla Safflower Oil, Marigold Extract (Tagetes Erecta L.), L-Carnitine, Green Tea Extract, Monocalcium Phosphate, Chondroitin Sulfate, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.",91.0,4.5,411.0,,,,,,,,,Labrador Retriever (Lab),,,,,,,,,
